area_fips,industry_code,year,qtr,area_title,qtrly_estabs_count,month1_emplvl,month2_emplvl,month3_emplvl
29013,10,2016,1,"Bates County, Missouri",51,1083,1067,1074
29013,10,2016,2,"Bates County, Missouri",51,1058,1050,1052
29013,10,2016,3,"Bates County, Missouri",52,706,745,1030
29013,10,2016,4,"Bates County, Missouri",52,1088,1104,1093
29013,10,2016,1,"Bates County, Missouri",367,2431,2447,2502
29013,10,2016,2,"Bates County, Missouri",366,2525,2504,2546
29013,10,2016,3,"Bates County, Missouri",363,2497,2495,2501
29013,10,2016,4,"Bates County, Missouri",376,2549,2498,2480
29021,10,2016,1,"Buchanan County, Missouri",2535,46359,46668,47056
29021,10,2016,2,"Buchanan County, Missouri",2534,47349,47514,47146
29021,10,2016,3,"Buchanan County, Missouri",2523,47435,47442,47743
29021,10,2016,4,"Buchanan County, Missouri",2521,48276,48242,48246
29021,10,2016,1,"Buchanan County, Missouri",19,514,529,533
29021,10,2016,2,"Buchanan County, Missouri",19,530,527,525
29021,10,2016,3,"Buchanan County, Missouri",19,536,533,530
29021,10,2016,4,"Buchanan County, Missouri",19,529,529,534
29021,10,2016,1,"Buchanan County, Missouri",29,2274,2455,2444
29021,10,2016,2,"Buchanan County, Missouri",28,2455,2463,2311
29021,10,2016,3,"Buchanan County, Missouri",28,2277,2319,2468
29021,10,2016,4,"Buchanan County, Missouri",28,2470,2470,2468
29021,10,2016,1,"Buchanan County, Missouri",75,3694,3707,3678
29021,10,2016,2,"Buchanan County, Missouri",75,3608,3606,3527
29021,10,2016,3,"Buchanan County, Missouri",74,3406,3404,3558
29021,10,2016,4,"Buchanan County, Missouri",74,3622,3629,3604
29021,10,2016,1,"Buchanan County, Missouri",2412,39877,39977,40401
29021,10,2016,2,"Buchanan County, Missouri",2412,40756,40918,40783
29021,10,2016,3,"Buchanan County, Missouri",2402,41216,41186,41187
29021,10,2016,4,"Buchanan County, Missouri",2400,41655,41614,41640
29037,10,2016,1,"Cass County, Missouri",2067,24937,25109,25533
29037,10,2016,2,"Cass County, Missouri",2085,26016,26052,26726
29037,10,2016,3,"Cass County, Missouri",2075,24161,25103,25627
29037,10,2016,4,"Cass County, Missouri",2102,26110,26049,25874
29037,10,2016,1,"Cass County, Missouri",21,252,252,261
29037,10,2016,2,"Cass County, Missouri",22,258,263,270
29037,10,2016,3,"Cass County, Missouri",22,265,273,267
29037,10,2016,4,"Cass County, Missouri",22,263,265,272
29037,10,2016,1,"Cass County, Missouri",11,161,162,160
29037,10,2016,2,"Cass County, Missouri",11,161,162,161
29037,10,2016,3,"Cass County, Missouri",11,163,162,170
29037,10,2016,4,"Cass County, Missouri",11,172,173,171
29037,10,2016,1,"Cass County, Missouri",121,4594,4607,4661
29037,10,2016,2,"Cass County, Missouri",121,4659,4657,5457
29037,10,2016,3,"Cass County, Missouri",121,3224,3853,4552
29037,10,2016,4,"Cass County, Missouri",121,4650,4666,4624
29037,10,2016,1,"Cass County, Missouri",1914,19930,20088,20451
29037,10,2016,2,"Cass County, Missouri",1931,20938,20970,20838
29037,10,2016,3,"Cass County, Missouri",1921,20509,20815,20638
29037,10,2016,4,"Cass County, Missouri",1948,21025,20945,20807
29039,10,2016,1,"Cedar County, Missouri",348,3192,3132,3174
29039,10,2016,2,"Cedar County, Missouri",354,3184,3231,3222
29039,10,2016,3,"Cedar County, Missouri",354,3100,3050,3182
29039,10,2016,4,"Cedar County, Missouri",355,3172,3122,3129
29039,10,2016,1,"Cedar County, Missouri",8,70,64,68
29039,10,2016,2,"Cedar County, Missouri",8,65,65,66
29039,10,2016,3,"Cedar County, Missouri",8,67,68,68
29039,10,2016,4,"Cedar County, Missouri",8,69,67,67
29039,10,2016,1,"Cedar County, Missouri",8,271,270,270
29039,10,2016,2,"Cedar County, Missouri",9,267,269,268
29039,10,2016,3,"Cedar County, Missouri",9,268,264,266
29039,10,2016,4,"Cedar County, Missouri",9,267,266,268
29039,10,2016,1,"Cedar County, Missouri",26,683,660,670
29039,10,2016,2,"Cedar County, Missouri",26,663,677,683
29039,10,2016,3,"Cedar County, Missouri",26,565,514,659
29039,10,2016,4,"Cedar County, Missouri",26,679,674,680
29039,10,2016,1,"Cedar County, Missouri",306,2168,2138,2166
29039,10,2016,2,"Cedar County, Missouri",311,2189,2220,2205
29039,10,2016,3,"Cedar County, Missouri",311,2200,2204,2189
29039,10,2016,4,"Cedar County, Missouri",312,2157,2115,2114
29047,10,2016,1,"Clay County, Missouri",5474,98492,98965,100025
29047,10,2016,2,"Clay County, Missouri",5519,102710,102890,103986
29047,10,2016,3,"Clay County, Missouri",5518,101719,103315,104798
29047,10,2016,4,"Clay County, Missouri",5578,105338,104940,104095
29047,10,2016,1,"Clay County, Missouri",31,1284,1284,1280
29047,10,2016,2,"Clay County, Missouri",31,1282,1289,1288
29047,10,2016,3,"Clay County, Missouri",31,1286,1277,1291
29047,10,2016,4,"Clay County, Missouri",31,1294,1301,1310
29047,10,2016,1,"Clay County, Missouri",18,660,650,667
29047,10,2016,2,"Clay County, Missouri",17,667,655,678
29047,10,2016,3,"Clay County, Missouri",17,663,661,675
29047,10,2016,4,"Clay County, Missouri",17,676,680,675
29047,10,2016,1,"Clay County, Missouri",200,13922,14019,13988
29047,10,2016,2,"Clay County, Missouri",200,14067,14135,14036
29047,10,2016,3,"Clay County, Missouri",202,11974,12346,14208
29047,10,2016,4,"Clay County, Missouri",202,14320,14345,14270
29047,10,2016,1,"Clay County, Missouri",5225,82626,83012,84090
29047,10,2016,2,"Clay County, Missouri",5271,86694,86811,87984
29047,10,2016,3,"Clay County, Missouri",5268,87796,89031,88624
29047,10,2016,4,"Clay County, Missouri",5328,89048,88614,87840
29095,10,2016,1,"Jackson County, Missouri",20834,354785,356396,359251
29095,10,2016,2,"Jackson County, Missouri",21001,364163,364110,365916
29095,10,2016,3,"Jackson County, Missouri",20879,361393,364240,365845
29095,10,2016,4,"Jackson County, Missouri",21189,366763,367190,367595
29095,10,2016,1,"Jackson County, Missouri",100,15913,16589,16851
29095,10,2016,2,"Jackson County, Missouri",100,17011,16831,16623
29095,10,2016,3,"Jackson County, Missouri",100,16472,15997,16334
29095,10,2016,4,"Jackson County, Missouri",100,15595,15776,15873
29095,10,2016,1,"Jackson County, Missouri",41,6577,6633,6650
29095,10,2016,2,"Jackson County, Missouri",41,6622,6645,6333
29095,10,2016,3,"Jackson County, Missouri",41,6395,6298,6669
29095,10,2016,4,"Jackson County, Missouri",41,6698,6740,6695
29095,10,2016,1,"Jackson County, Missouri",436,34138,34524,34514
29095,10,2016,2,"Jackson County, Missouri",436,34538,34511,34607
29095,10,2016,3,"Jackson County, Missouri",436,29062,31207,34493
29095,10,2016,4,"Jackson County, Missouri",436,35021,34807,34906
29095,10,2016,1,"Jackson County, Missouri",20257,298157,298650,301236
29095,10,2016,2,"Jackson County, Missouri",20424,305992,306123,308353
29095,10,2016,3,"Jackson County, Missouri",20302,309464,310738,308349
29095,10,2016,4,"Jackson County, Missouri",20612,309449,309867,310121
29097,10,2016,1,"Jasper County, Missouri",3333,60182,60312,60350
29097,10,2016,2,"Jasper County, Missouri",3358,60683,60758,60333
29097,10,2016,3,"Jasper County, Missouri",3344,58510,58626,59924
29097,10,2016,4,"Jasper County, Missouri",3369,60079,60575,60967
29097,10,2016,1,"Jasper County, Missouri",30,280,280,286
29097,10,2016,2,"Jasper County, Missouri",30,284,292,287
29097,10,2016,3,"Jasper County, Missouri",29,283,279,280
29097,10,2016,4,"Jasper County, Missouri",29,287,282,292
29097,10,2016,1,"Jasper County, Missouri",20,1128,1264,1269
29097,10,2016,2,"Jasper County, Missouri",20,1262,1269,1147
29097,10,2016,3,"Jasper County, Missouri",20,1138,1115,1254
29097,10,2016,4,"Jasper County, Missouri",20,1257,1256,1255
29097,10,2016,1,"Jasper County, Missouri",116,5043,5139,5159
29097,10,2016,2,"Jasper County, Missouri",115,5195,5243,4978
29097,10,2016,3,"Jasper County, Missouri",115,3396,3702,5042
29097,10,2016,4,"Jasper County, Missouri",115,4977,5167,5137
29097,10,2016,1,"Jasper County, Missouri",3167,53731,53629,53636
29097,10,2016,2,"Jasper County, Missouri",3193,53942,53954,53921
29097,10,2016,3,"Jasper County, Missouri",3180,53693,53530,53348
29097,10,2016,4,"Jasper County, Missouri",3205,53558,53870,54283
29145,10,2016,1,"Newton County, Missouri",1242,16999,17555,17590
29145,10,2016,2,"Newton County, Missouri",1236,17637,17496,16704
29145,10,2016,3,"Newton County, Missouri",1232,15692,15750,17019
29145,10,2016,4,"Newton County, Missouri",1244,16984,17044,16953
29145,10,2016,1,"Newton County, Missouri",17,137,136,136
29145,10,2016,2,"Newton County, Missouri",17,139,143,144
29145,10,2016,3,"Newton County, Missouri",17,140,142,139
29145,10,2016,4,"Newton County, Missouri",17,136,142,140
29145,10,2016,1,"Newton County, Missouri",9,119,115,113
29145,10,2016,2,"Newton County, Missouri",8,111,111,112
29145,10,2016,3,"Newton County, Missouri",8,103,101,101
29145,10,2016,4,"Newton County, Missouri",8,101,102,99
29145,10,2016,1,"Newton County, Missouri",65,2316,2696,2721
29145,10,2016,2,"Newton County, Missouri",64,2657,2658,2133
29145,10,2016,3,"Newton County, Missouri",65,1211,1261,2557
29145,10,2016,4,"Newton County, Missouri",64,2627,2657,2650
29145,10,2016,1,"Newton County, Missouri",1151,14427,14608,14620
29145,10,2016,2,"Newton County, Missouri",1147,14730,14584,14315
29145,10,2016,3,"Newton County, Missouri",1142,14238,14246,14222
29145,10,2016,4,"Newton County, Missouri",1155,14120,14143,14064
29165,10,2016,1,"Platte County, Missouri",2634,42905,43189,43464
29165,10,2016,2,"Platte County, Missouri",2632,44431,44518,44518
29165,10,2016,3,"Platte County, Missouri",2628,43673,44968,44980
29165,10,2016,4,"Platte County, Missouri",2664,45292,45464,45583
29165,10,2016,1,"Platte County, Missouri",22,716,703,717
29165,10,2016,2,"Platte County, Missouri",22,714,724,728
29165,10,2016,3,"Platte County, Missouri",23,739,736,737
29165,10,2016,4,"Platte County, Missouri",24,733,740,755
29165,10,2016,1,"Platte County, Missouri",8,70,68,68
29165,10,2016,2,"Platte County, Missouri",6,67,70,72
29165,10,2016,3,"Platte County, Missouri",7,70,70,75
29165,10,2016,4,"Platte County, Missouri",7,75,76,72
29165,10,2016,1,"Platte County, Missouri",82,3860,3894,3948
29165,10,2016,2,"Platte County, Missouri",82,3961,3955,3575
29165,10,2016,3,"Platte County, Missouri",82,2838,3686,3891
29165,10,2016,4,"Platte County, Missouri",81,3993,3983,3989
29165,10,2016,1,"Platte County, Missouri",2522,38259,38524,38731
29165,10,2016,2,"Platte County, Missouri",2522,39689,39769,40143
29165,10,2016,3,"Platte County, Missouri",2516,40026,40476,40277
29165,10,2016,4,"Platte County, Missouri",2552,40491,40665,40767
29217,10,2016,1,"Vernon County, Missouri",638,6863,6883,6920
29217,10,2016,2,"Vernon County, Missouri",636,6993,6995,7019
29217,10,2016,3,"Vernon County, Missouri",625,6439,6602,6942
29217,10,2016,4,"Vernon County, Missouri",631,6953,6947,6919
29217,10,2016,1,"Vernon County, Missouri",18,86,90,91
29217,10,2016,2,"Vernon County, Missouri",18,87,89,95
29217,10,2016,3,"Vernon County, Missouri",18,89,93,98
29217,10,2016,4,"Vernon County, Missouri",18,96,94,95
29217,10,2016,1,"Vernon County, Missouri",16,155,156,158
29217,10,2016,2,"Vernon County, Missouri",16,159,157,155
29217,10,2016,3,"Vernon County, Missouri",16,158,159,157
29217,10,2016,4,"Vernon County, Missouri",16,158,157,156
29217,10,2016,1,"Vernon County, Missouri",57,1296,1302,1297
29217,10,2016,2,"Vernon County, Missouri",57,1329,1316,1340
29217,10,2016,3,"Vernon County, Missouri",57,855,947,1289
29217,10,2016,4,"Vernon County, Missouri",58,1317,1310,1296
29217,10,2016,1,"Vernon County, Missouri",547,5326,5335,5374
29217,10,2016,2,"Vernon County, Missouri",545,5418,5433,5429
29217,10,2016,3,"Vernon County, Missouri",534,5337,5403,5398
29217,10,2016,4,"Vernon County, Missouri",539,5382,5386,5372
20005,10,2015,1,"Atchison County, Kansas",403,5894,5915,5964
20005,10,2015,2,"Atchison County, Kansas",411,6039,5950,5957
20005,10,2015,3,"Atchison County, Kansas",410,5476,5702,5793
20005,10,2015,4,"Atchison County, Kansas",422,5762,5776,5792
20005,10,2015,1,"Atchison County, Kansas",8,47,43,47
20005,10,2015,2,"Atchison County, Kansas",8,43,42,40
20005,10,2015,3,"Atchison County, Kansas",8,46,42,45
20005,10,2015,4,"Atchison County, Kansas",8,43,41,47
20005,10,2015,1,"Atchison County, Kansas",12,50,48,48
20005,10,2015,2,"Atchison County, Kansas",13,50,49,53
20005,10,2015,3,"Atchison County, Kansas",13,52,53,48
20005,10,2015,4,"Atchison County, Kansas",14,49,50,49
20005,10,2015,1,"Atchison County, Kansas",26,826,838,848
20005,10,2015,2,"Atchison County, Kansas",26,834,840,910
20005,10,2015,3,"Atchison County, Kansas",26,638,801,867
20005,10,2015,4,"Atchison County, Kansas",26,872,863,879
20005,10,2015,1,"Atchison County, Kansas",357,4971,4986,5021
20005,10,2015,2,"Atchison County, Kansas",364,5112,5019,4954
20005,10,2015,3,"Atchison County, Kansas",363,4740,4806,4833
20005,10,2015,4,"Atchison County, Kansas",374,4798,4822,4817
20013,10,2015,1,"Brown County, Kansas",331,4983,4970,4987
20013,10,2015,2,"Brown County, Kansas",330,5008,5061,5100
20013,10,2015,3,"Brown County, Kansas",336,5078,5026,5064
20013,10,2015,4,"Brown County, Kansas",338,5017,5030,5059
20013,10,2015,1,"Brown County, Kansas",14,91,88,87
20013,10,2015,2,"Brown County, Kansas",14,100,98,93
20013,10,2015,3,"Brown County, Kansas",14,96,95,92
20013,10,2015,4,"Brown County, Kansas",14,89,88,93
20013,10,2015,1,"Brown County, Kansas",6,62,60,60
20013,10,2015,2,"Brown County, Kansas",6,59,60,60
20013,10,2015,3,"Brown County, Kansas",6,60,62,60
20013,10,2015,4,"Brown County, Kansas",6,58,59,62
20013,10,2015,1,"Brown County, Kansas",39,1442,1448,1435
20013,10,2015,2,"Brown County, Kansas",39,1423,1435,1412
20013,10,2015,3,"Brown County, Kansas",39,1366,1397,1455
20013,10,2015,4,"Brown County, Kansas",39,1441,1445,1471
20013,10,2015,1,"Brown County, Kansas",272,3388,3374,3405
20013,10,2015,2,"Brown County, Kansas",271,3426,3468,3535
20013,10,2015,3,"Brown County, Kansas",277,3556,3472,3457
20013,10,2015,4,"Brown County, Kansas",279,3429,3438,3433
20021,10,2015,1,"Cherokee County, Kansas",445,6018,6087,6037
20021,10,2015,2,"Cherokee County, Kansas",450,6208,6170,5922
20021,10,2015,3,"Cherokee County, Kansas",449,5875,5938,6078
20021,10,2015,4,"Cherokee County, Kansas",450,6032,6043,6106
20021,10,2015,1,"Cherokee County, Kansas",11,52,55,55
20021,10,2015,2,"Cherokee County, Kansas",11,51,51,52
20021,10,2015,3,"Cherokee County, Kansas",11,51,50,52
20021,10,2015,4,"Cherokee County, Kansas",11,51,50,54
20021,10,2015,1,"Cherokee County, Kansas",8,57,56,58
20021,10,2015,2,"Cherokee County, Kansas",8,56,56,56
20021,10,2015,3,"Cherokee County, Kansas",8,56,56,55
20021,10,2015,4,"Cherokee County, Kansas",8,56,54,55
20021,10,2015,1,"Cherokee County, Kansas",30,1336,1361,1365
20021,10,2015,2,"Cherokee County, Kansas",30,1377,1374,1326
20021,10,2015,3,"Cherokee County, Kansas",30,1161,1197,1329
20021,10,2015,4,"Cherokee County, Kansas",30,1338,1361,1371
20021,10,2015,1,"Cherokee County, Kansas",396,4573,4615,4559
20021,10,2015,2,"Cherokee County, Kansas",401,4724,4689,4488
20021,10,2015,3,"Cherokee County, Kansas",400,4607,4635,4642
20021,10,2015,4,"Cherokee County, Kansas",401,4587,4578,4626
20037,10,2015,1,"Crawford County, Kansas",978,16556,16589,16651
20037,10,2015,2,"Crawford County, Kansas",972,16928,16862,16981
20037,10,2015,3,"Crawford County, Kansas",978,16428,16666,16908
20037,10,2015,4,"Crawford County, Kansas",984,17093,17184,17243
20037,10,2015,1,"Crawford County, Kansas",17,84,84,81
20037,10,2015,2,"Crawford County, Kansas",17,82,77,78
20037,10,2015,3,"Crawford County, Kansas",17,78,82,81
20037,10,2015,4,"Crawford County, Kansas",17,81,80,79
20037,10,2015,1,"Crawford County, Kansas",15,1113,1121,1131
20037,10,2015,2,"Crawford County, Kansas",15,1131,1009,1110
20037,10,2015,3,"Crawford County, Kansas",16,1071,1273,1149
20037,10,2015,4,"Crawford County, Kansas",17,1155,1152,1146
20037,10,2015,1,"Crawford County, Kansas",37,3102,3086,3109
20037,10,2015,2,"Crawford County, Kansas",37,3156,3195,3228
20037,10,2015,3,"Crawford County, Kansas",36,2850,2747,3011
20037,10,2015,4,"Crawford County, Kansas",36,3083,3057,3079
20037,10,2015,1,"Crawford County, Kansas",909,12257,12298,12330
20037,10,2015,2,"Crawford County, Kansas",903,12559,12581,12565
20037,10,2015,3,"Crawford County, Kansas",909,12429,12564,12667
20037,10,2015,4,"Crawford County, Kansas",914,12774,12895,12939
20043,10,2015,1,"Doniphan County, Kansas",208,2188,2211,2354
20043,10,2015,2,"Doniphan County, Kansas",204,2281,2478,2309
20043,10,2015,3,"Doniphan County, Kansas",205,2310,2247,2232
20043,10,2015,4,"Doniphan County, Kansas",207,2437,2328,2430
20043,10,2015,1,"Doniphan County, Kansas",11,38,36,37
20043,10,2015,2,"Doniphan County, Kansas",11,34,31,33
20043,10,2015,3,"Doniphan County, Kansas",11,39,38,36
20043,10,2015,4,"Doniphan County, Kansas",11,38,35,33
20043,10,2015,1,"Doniphan County, Kansas",6,26,27,27
20043,10,2015,2,"Doniphan County, Kansas",6,26,26,28
20043,10,2015,3,"Doniphan County, Kansas",6,27,25,25
20043,10,2015,4,"Doniphan County, Kansas",6,26,25,25
20043,10,2015,1,"Doniphan County, Kansas",21,734,760,889
20043,10,2015,2,"Doniphan County, Kansas",21,765,961,784
20043,10,2015,3,"Doniphan County, Kansas",21,778,722,710
20043,10,2015,4,"Doniphan County, Kansas",21,861,763,885
20043,10,2015,1,"Doniphan County, Kansas",170,1390,1388,1401
20043,10,2015,2,"Doniphan County, Kansas",166,1456,1460,1464
20043,10,2015,3,"Doniphan County, Kansas",167,1466,1462,1461
20043,10,2015,4,"Doniphan County, Kansas",169,1512,1505,1487
20091,10,2015,1,"Johnson County, Kansas",21726,326919,328172,329007
20091,10,2015,2,"Johnson County, Kansas",21941,332422,336149,338168
20091,10,2015,3,"Johnson County, Kansas",22276,337440,337499,334615
20091,10,2015,4,"Johnson County, Kansas",22340,337809,338171,339918
20091,10,2015,1,"Johnson County, Kansas",44,2490,2516,2502
20091,10,2015,2,"Johnson County, Kansas",44,2504,2521,2521
20091,10,2015,3,"Johnson County, Kansas",44,2544,2556,2557
20091,10,2015,4,"Johnson County, Kansas",44,2534,2542,2556
20091,10,2015,1,"Johnson County, Kansas",32,891,875,868
20091,10,2015,2,"Johnson County, Kansas",32,864,860,870
20091,10,2015,3,"Johnson County, Kansas",32,856,857,863
20091,10,2015,4,"Johnson County, Kansas",33,886,883,889
20091,10,2015,1,"Johnson County, Kansas",45,26168,26772,27140
20091,10,2015,2,"Johnson County, Kansas",45,27329,28244,26835
20091,10,2015,3,"Johnson County, Kansas",44,25404,25683,26966
20091,10,2015,4,"Johnson County, Kansas",44,26932,26461,26432
20091,10,2015,1,"Johnson County, Kansas",21605,297370,298009,298497
20091,10,2015,2,"Johnson County, Kansas",21820,301725,304524,307942
20091,10,2015,3,"Johnson County, Kansas",22156,308636,308403,304229
20091,10,2015,4,"Johnson County, Kansas",22219,307457,308285,310041
20103,10,2015,1,"Leavenworth County, Kansas",1392,20051,20167,20245
20103,10,2015,2,"Leavenworth County, Kansas",1407,20592,20726,20785
20103,10,2015,3,"Leavenworth County, Kansas",1428,20382,20485,20839
20103,10,2015,4,"Leavenworth County, Kansas",1431,20962,20909,20804
20103,10,2015,1,"Leavenworth County, Kansas",37,4153,4147,4162
20103,10,2015,2,"Leavenworth County, Kansas",36,4154,4159,4153
20103,10,2015,3,"Leavenworth County, Kansas",36,4144,4155,4133
20103,10,2015,4,"Leavenworth County, Kansas",36,4129,4128,4151
20103,10,2015,1,"Leavenworth County, Kansas",15,781,784,779
20103,10,2015,2,"Leavenworth County, Kansas",15,783,776,774
20103,10,2015,3,"Leavenworth County, Kansas",15,772,762,768
20103,10,2015,4,"Leavenworth County, Kansas",16,778,775,784
20103,10,2015,1,"Leavenworth County, Kansas",31,3226,3264,3253
20103,10,2015,2,"Leavenworth County, Kansas",32,3214,3280,3244
20103,10,2015,3,"Leavenworth County, Kansas",32,2817,2993,3275
20103,10,2015,4,"Leavenworth County, Kansas",32,3376,3386,3398
20103,10,2015,1,"Leavenworth County, Kansas",1309,11891,11972,12051
20103,10,2015,2,"Leavenworth County, Kansas",1324,12441,12511,12614
20103,10,2015,3,"Leavenworth County, Kansas",1345,12649,12575,12663
20103,10,2015,4,"Leavenworth County, Kansas",1347,12679,12620,12471
20107,10,2015,1,"Linn County, Kansas",253,2095,2089,2127
20107,10,2015,2,"Linn County, Kansas",262,2096,2174,2197
20107,10,2015,3,"Linn County, Kansas",258,1951,1906,2025
20107,10,2015,4,"Linn County, Kansas",258,2160,2140,2128
20107,10,2015,1,"Linn County, Kansas",10,43,39,42
20107,10,2015,2,"Linn County, Kansas",10,41,44,44
20107,10,2015,3,"Linn County, Kansas",10,49,49,47
20107,10,2015,4,"Linn County, Kansas",10,43,47,48
20107,10,2015,1,"Linn County, Kansas",6,28,28,28
20107,10,2015,2,"Linn County, Kansas",6,28,27,29
20107,10,2015,3,"Linn County, Kansas",6,30,30,29
20107,10,2015,4,"Linn County, Kansas",6,29,29,28
20107,10,2015,1,"Linn County, Kansas",27,747,738,745
20107,10,2015,2,"Linn County, Kansas",27,726,754,766
20107,10,2015,3,"Linn County, Kansas",27,565,561,674
20107,10,2015,4,"Linn County, Kansas",27,759,742,743
20107,10,2015,1,"Linn County, Kansas",210,1277,1284,1312
20107,10,2015,2,"Linn County, Kansas",219,1301,1349,1358
20107,10,2015,3,"Linn County, Kansas",215,1307,1266,1275
20107,10,2015,4,"Linn County, Kansas",215,1329,1322,1309
20121,10,2015,1,"Miami County, Kansas",775,7781,7825,7877
20121,10,2015,2,"Miami County, Kansas",774,7994,8095,8236
20121,10,2015,3,"Miami County, Kansas",777,7949,7970,8108
20121,10,2015,4,"Miami County, Kansas",771,8225,8187,8071
20121,10,2015,1,"Miami County, Kansas",13,61,59,60
20121,10,2015,2,"Miami County, Kansas",13,60,60,58
20121,10,2015,3,"Miami County, Kansas",13,58,61,60
20121,10,2015,4,"Miami County, Kansas",13,59,69,69
20121,10,2015,1,"Miami County, Kansas",12,465,458,460
20121,10,2015,2,"Miami County, Kansas",12,468,472,465
20121,10,2015,3,"Miami County, Kansas",12,469,453,452
20121,10,2015,4,"Miami County, Kansas",12,462,454,458
20121,10,2015,1,"Miami County, Kansas",18,1644,1647,1637
20121,10,2015,2,"Miami County, Kansas",18,1630,1672,1744
20121,10,2015,3,"Miami County, Kansas",18,1476,1495,1602
20121,10,2015,4,"Miami County, Kansas",18,1637,1643,1631
20121,10,2015,1,"Miami County, Kansas",732,5611,5661,5720
20121,10,2015,2,"Miami County, Kansas",731,5836,5891,5969
20121,10,2015,3,"Miami County, Kansas",734,5946,5961,5994
20121,10,2015,4,"Miami County, Kansas",728,6067,6021,5913
20209,10,2015,1,"Wyandotte County, Kansas",3317,84320,85621,87712
20209,10,2015,2,"Wyandotte County, Kansas",3338,85982,88929,90144
20209,10,2015,3,"Wyandotte County, Kansas",3368,88796,88262,90489
20209,10,2015,4,"Wyandotte County, Kansas",3493,89688,89354,90321
20209,10,2015,1,"Wyandotte County, Kansas",31,1221,1240,1241
20209,10,2015,2,"Wyandotte County, Kansas",31,1300,1277,1294
20209,10,2015,3,"Wyandotte County, Kansas",31,1261,1300,1306
20209,10,2015,4,"Wyandotte County, Kansas",31,1301,1303,1368
20209,10,2015,1,"Wyandotte County, Kansas",21,4125,4066,4054
20209,10,2015,2,"Wyandotte County, Kansas",21,4173,4163,4169
20209,10,2015,3,"Wyandotte County, Kansas",21,4282,4138,4118
20209,10,2015,4,"Wyandotte County, Kansas",22,4079,3976,3818
20209,10,2015,1,"Wyandotte County, Kansas",21,9670,9770,9789
20209,10,2015,2,"Wyandotte County, Kansas",21,9759,9739,9757
20209,10,2015,3,"Wyandotte County, Kansas",21,8799,8845,9701
20209,10,2015,4,"Wyandotte County, Kansas",21,9662,9729,9736
20209,10,2015,1,"Wyandotte County, Kansas",3244,69304,70545,72628
20209,10,2015,2,"Wyandotte County, Kansas",3265,70750,73750,74924
20209,10,2015,3,"Wyandotte County, Kansas",3295,74454,73979,75364
20209,10,2015,4,"Wyandotte County, Kansas",3419,74646,74346,75399
29003,10,2015,1,"Andrew County, Missouri",331,2325,2341,2416
29003,10,2015,2,"Andrew County, Missouri",325,2448,2508,2553
29003,10,2015,3,"Andrew County, Missouri",323,2299,2383,2491
29003,10,2015,4,"Andrew County, Missouri",319,2499,2464,2489
29003,10,2015,1,"Andrew County, Missouri",9,38,30,35
29003,10,2015,2,"Andrew County, Missouri",10,36,32,31
29003,10,2015,3,"Andrew County, Missouri",10,36,35,33
29003,10,2015,4,"Andrew County, Missouri",10,33,30,33
29003,10,2015,1,"Andrew County, Missouri",5,27,25,25
29003,10,2015,2,"Andrew County, Missouri",5,25,25,25
29003,10,2015,3,"Andrew County, Missouri",5,24,24,24
29003,10,2015,4,"Andrew County, Missouri",5,24,25,25
29003,10,2015,1,"Andrew County, Missouri",40,672,688,721
29003,10,2015,2,"Andrew County, Missouri",40,701,709,764
29003,10,2015,3,"Andrew County, Missouri",40,505,585,722
29003,10,2015,4,"Andrew County, Missouri",39,711,716,723
29003,10,2015,1,"Andrew County, Missouri",277,1588,1598,1635
29003,10,2015,2,"Andrew County, Missouri",270,1686,1742,1733
29003,10,2015,3,"Andrew County, Missouri",268,1734,1739,1712
29003,10,2015,4,"Andrew County, Missouri",265,1731,1693,1708
29011,10,2015,1,"Barton County, Missouri",328,3195,3179,3176
29011,10,2015,2,"Barton County, Missouri",321,3275,3328,3286
29011,10,2015,3,"Barton County, Missouri",319,3164,3165,3225
29011,10,2015,4,"Barton County, Missouri",320,3237,3203,3174
29011,10,2015,1,"Barton County, Missouri",6,38,36,35
29011,10,2015,2,"Barton County, Missouri",6,36,41,39
29011,10,2015,3,"Barton County, Missouri",6,38,41,40
29011,10,2015,4,"Barton County, Missouri",6,41,39,35
29011,10,2015,1,"Barton County, Missouri",5,43,43,43
29011,10,2015,2,"Barton County, Missouri",5,40,43,48
29011,10,2015,3,"Barton County, Missouri",5,50,47,46
29011,10,2015,4,"Barton County, Missouri",5,47,44,47
29011,10,2015,1,"Barton County, Missouri",34,837,839,830
29011,10,2015,2,"Barton County, Missouri",34,835,846,830
29011,10,2015,3,"Barton County, Missouri",34,707,715,803
29011,10,2015,4,"Barton County, Missouri",34,816,828,808
29011,10,2015,1,"Barton County, Missouri",283,2277,2261,2268
29011,10,2015,2,"Barton County, Missouri",276,2364,2398,2369
29011,10,2015,3,"Barton County, Missouri",274,2369,2362,2336
29011,10,2015,4,"Barton County, Missouri",275,2333,2292,2284
29013,10,2015,1,"Bates County, Missouri",441,3588,3589,3608
29013,10,2015,2,"Bates County, Missouri",445,3647,3686,3721
29013,10,2015,3,"Bates County, Missouri",443,3331,3296,3650
29013,10,2015,4,"Bates County, Missouri",438,3706,3683,3664
29013,10,2015,1,"Bates County, Missouri",11,55,54,55
29013,10,2015,2,"Bates County, Missouri",11,55,55,52
29013,10,2015,3,"Bates County, Missouri",11,54,57,54
