area_fips,year,qtr,ltd_total_qtrly_wages,ltd_taxable_qtrly_wages,ltd_qtrly_contributions,ltd_avg_wkly_wage,own_title,month,date,year_decimal,emplvl_limited,state,min_wage,all_total_qtrly_wages,all_taxable_qtrly_wages,all_qtrly_contributions,all_avg_wkly_wage,emplvl_all
20103,2017,3,2291380,1709202,6540,239,Private,2,8/1/2017,2017.583333,747,KS,7.25,121675196,24766362,446839,711,13157
20103,2017,3,2291380,1709202,6540,239,Private,3,9/1/2017,2017.666667,729,KS,7.25,121675196,24766362,446839,711,13112
20103,2017,4,2158439,1320397,4786,224,Private,1,10/1/2017,2017.75,747,KS,7.25,130548301,19715195,340502,770,13151
20103,2017,4,2158439,1320397,4786,224,Private,2,11/1/2017,2017.833333,754,KS,7.25,130548301,19715195,340502,770,13065
20103,2017,4,2158439,1320397,4786,224,Private,3,12/1/2017,2017.916667,719,KS,7.25,130548301,19715195,340502,770,12913
20209,2017,1,8951329,8071479,70174,315,Private,1,1/1/2017,2017,2135,KS,7.25,919295963,708176860,14121862,962,72608
20209,2017,1,8951329,8071479,70174,315,Private,2,2/1/2017,2017.083333,2178,KS,7.25,919295963,708176860,14121862,962,73153
20209,2017,1,8951329,8071479,70174,315,Private,3,3/1/2017,2017.166667,2240,KS,7.25,919295963,708176860,14121862,962,74660
20209,2017,2,9553292,6968622,63878,326,Private,1,4/1/2017,2017.25,2219,KS,7.25,901528422,358569149,4084673,922,74500
20209,2017,2,9553292,6968622,63878,326,Private,2,5/1/2017,2017.333333,2273,KS,7.25,901528422,358569149,4084673,922,75567
20209,2017,2,9553292,6968622,63878,326,Private,3,6/1/2017,2017.416667,2263,KS,7.25,901528422,358569149,4084673,922,75680
20209,2017,3,9629811,6025655,57592,326,Private,1,7/1/2017,2017.5,2262,KS,7.25,885851609,257446449,2503163,885,77037
20209,2017,3,9629811,6025655,57592,326,Private,2,8/1/2017,2017.583333,2255,KS,7.25,885851609,257446449,2503163,885,76436
20209,2017,3,9629811,6025655,57592,326,Private,3,9/1/2017,2017.666667,2294,KS,7.25,885851609,257446449,2503163,885,77646
20209,2017,4,9640443,4704896,49625,325,Private,1,10/1/2017,2017.75,2316,KS,7.25,974431028,265856824,2587815,963,77322
20209,2017,4,9640443,4704896,49625,325,Private,2,11/1/2017,2017.833333,2271,KS,7.25,974431028,265856824,2587815,963,77879
20209,2017,4,9640443,4704896,49625,325,Private,3,12/1/2017,2017.916667,2251,KS,7.25,974431028,265856824,2587815,963,78306
29011,2017,1,444818,441148,3509,200,Private,1,1/1/2017,2017,167,MO,7.7,16178781,13958013,124705,547,2273
29011,2017,1,444818,441148,3509,200,Private,2,2/1/2017,2017.083333,166,MO,7.7,16178781,13958013,124705,547,2260
29011,2017,1,444818,441148,3509,200,Private,3,3/1/2017,2017.166667,181,MO,7.7,16178781,13958013,124705,547,2287
29011,2017,2,490719,436268,3313,202,Private,1,4/1/2017,2017.25,184,MO,7.7,16736913,7988864,73640,553,2314
29011,2017,2,490719,436268,3313,202,Private,2,5/1/2017,2017.333333,187,MO,7.7,16736913,7988864,73640,553,2329
29011,2017,2,490719,436268,3313,202,Private,3,6/1/2017,2017.416667,190,MO,7.7,16736913,7988864,73640,553,2337
29011,2017,3,548574,434649,3426,240,Private,1,7/1/2017,2017.5,180,MO,7.7,16343612,4432208,43580,549,2310
29011,2017,3,548574,434649,3426,240,Private,2,8/1/2017,2017.583333,175,MO,7.7,16343612,4432208,43580,549,2295
29011,2017,3,548574,434649,3426,240,Private,3,9/1/2017,2017.666667,173,MO,7.7,16343612,4432208,43580,549,2266
29011,2017,4,502856,317777,2454,227,Private,1,10/1/2017,2017.75,177,MO,7.7,17455203,3204604,36849,586,2310
29011,2017,4,502856,317777,2454,227,Private,2,11/1/2017,2017.833333,169,MO,7.7,17455203,3204604,36849,586,2285
29011,2017,4,502856,317777,2454,227,Private,3,12/1/2017,2017.916667,166,MO,7.7,17455203,3204604,36849,586,2280
29013,2017,1,434958,425707,4071,214,Private,1,1/1/2017,2017,155,MO,7.7,18078100,15245496,176076,550,2524
29013,2017,1,434958,425707,4071,214,Private,2,2/1/2017,2017.083333,155,MO,7.7,18078100,15245496,176076,550,2516
29013,2017,1,434958,425707,4071,214,Private,3,3/1/2017,2017.166667,159,MO,7.7,18078100,15245496,176076,550,2543
29013,2017,2,461618,394240,3673,208,Private,1,4/1/2017,2017.25,166,MO,7.7,18758781,8818847,108493,560,2566
29013,2017,2,461618,394240,3673,208,Private,2,5/1/2017,2017.333333,174,MO,7.7,18758781,8818847,108493,560,2594
29013,2017,2,461618,394240,3673,208,Private,3,6/1/2017,2017.416667,171,MO,7.7,18758781,8818847,108493,560,2569
29013,2017,3,521555,378926,3649,250,Private,1,7/1/2017,2017.5,159,MO,7.7,18920466,5116396,66440,576,2507
29013,2017,3,521555,378926,3649,250,Private,2,8/1/2017,2017.583333,160,MO,7.7,18920466,5116396,66440,576,2536
29013,2017,3,521555,378926,3649,250,Private,3,9/1/2017,2017.666667,163,MO,7.7,18920466,5116396,66440,576,2531
29013,2017,4,439918,266318,2492,206,Private,1,10/1/2017,2017.75,161,MO,7.7,20428087,3925663,54969,617,2570
29013,2017,4,439918,266318,2492,206,Private,2,11/1/2017,2017.833333,165,MO,7.7,20428087,3925663,54969,617,2547
29013,2017,4,439918,266318,2492,206,Private,3,12/1/2017,2017.916667,167,MO,7.7,20428087,3925663,54969,617,2525
29021,2017,1,4851524,4732469,30968,239,Private,1,1/1/2017,2017,1551,MO,7.7,442405521,279094761,2967308,835,40726
29021,2017,1,4851524,4732469,30968,239,Private,2,2/1/2017,2017.083333,1535,MO,7.7,442405521,279094761,2967308,835,40727
29021,2017,1,4851524,4732469,30968,239,Private,3,3/1/2017,2017.166667,1598,MO,7.7,442405521,279094761,2967308,835,40859
29021,2017,2,5154019,4339432,34078,245,Private,1,4/1/2017,2017.25,1606,MO,7.7,457101993,108537245,1305633,857,41000
29021,2017,2,5154019,4339432,34078,245,Private,2,5/1/2017,2017.333333,1636,MO,7.7,457101993,108537245,1305633,857,40951
29021,2017,2,5154019,4339432,34078,245,Private,3,6/1/2017,2017.416667,1612,MO,7.7,457101993,108537245,1305633,857,41179
29021,2017,3,5392150,3715872,28644,265,Private,1,7/1/2017,2017.5,1580,MO,7.7,444883285,60687042,742448,837,41001
29021,2017,3,5392150,3715872,28644,265,Private,2,8/1/2017,2017.583333,1561,MO,7.7,444883285,60687042,742448,837,40870
29021,2017,3,5392150,3715872,28644,265,Private,3,9/1/2017,2017.666667,1550,MO,7.7,444883285,60687042,742448,837,40811
29021,2017,4,5133676,2823762,21459,260,Private,1,10/1/2017,2017.75,1550,MO,7.7,476128952,51438985,638326,890,40934
29021,2017,4,5133676,2823762,21459,260,Private,2,11/1/2017,2017.833333,1506,MO,7.7,476128952,51438985,638326,890,41286
29021,2017,4,5133676,2823762,21459,260,Private,3,12/1/2017,2017.916667,1498,MO,7.7,476128952,51438985,638326,890,41297
29037,2017,1,4044056,3972081,31650,237,Private,1,1/1/2017,2017,1312,MO,7.7,172352091,139363134,1785942,638,20675
29037,2017,1,4044056,3972081,31650,237,Private,2,2/1/2017,2017.083333,1297,MO,7.7,172352091,139363134,1785942,638,20703
29037,2017,1,4044056,3972081,31650,237,Private,3,3/1/2017,2017.166667,1335,MO,7.7,172352091,139363134,1785942,638,20939
29037,2017,2,4566979,3830504,31202,257,Private,1,4/1/2017,2017.25,1345,MO,7.7,175720464,73615334,956323,639,21174
29037,2017,2,4566979,3830504,31202,257,Private,2,5/1/2017,2017.333333,1368,MO,7.7,175720464,73615334,956323,639,21366
29037,2017,2,4566979,3830504,31202,257,Private,3,6/1/2017,2017.416667,1389,MO,7.7,175720464,73615334,956323,639,20926
29037,2017,3,4535134,3025042,25931,264,Private,1,7/1/2017,2017.5,1319,MO,7.7,176778047,41710893,570153,642,21061
29037,2017,3,4535134,3025042,25931,264,Private,2,8/1/2017,2017.583333,1346,MO,7.7,176778047,41710893,570153,642,21287
29037,2017,3,4535134,3025042,25931,264,Private,3,9/1/2017,2017.666667,1306,MO,7.7,176778047,41710893,570153,642,21225
29037,2017,4,4300711,2246595,19384,260,Private,1,10/1/2017,2017.75,1309,MO,7.7,189438283,32609935,485024,691,21220
29037,2017,4,4300711,2246595,19384,260,Private,2,11/1/2017,2017.833333,1281,MO,7.7,189438283,32609935,485024,691,21144
29037,2017,4,4300711,2246595,19384,260,Private,3,12/1/2017,2017.916667,1233,MO,7.7,189438283,32609935,485024,691,20892
29047,2017,1,11881390,11577873,101663,252,Private,1,1/1/2017,2017,3585,MO,7.7,1061037500,701140798,8938429,950,85160
29047,2017,1,11881390,11577873,101663,252,Private,2,2/1/2017,2017.083333,3635,MO,7.7,1061037500,701140798,8938429,950,85598
29047,2017,1,11881390,11577873,101663,252,Private,3,3/1/2017,2017.166667,3680,MO,7.7,1061037500,701140798,8938429,950,86945
29047,2017,2,13040636,10704812,97475,265,Private,1,4/1/2017,2017.25,3755,MO,7.7,1050863465,253825351,3151453,904,88707
29047,2017,2,13040636,10704812,97475,265,Private,2,5/1/2017,2017.333333,3784,MO,7.7,1050863465,253825351,3151453,904,88867
29047,2017,2,13040636,10704812,97475,265,Private,3,6/1/2017,2017.416667,3826,MO,7.7,1050863465,253825351,3151453,904,90548
29047,2017,3,13315785,8918418,81479,276,Private,1,7/1/2017,2017.5,3797,MO,7.7,1006343736,154438550,2084540,859,89992
29047,2017,3,13315785,8918418,81479,276,Private,2,8/1/2017,2017.583333,3706,MO,7.7,1006343736,154438550,2084540,859,90359
29047,2017,3,13315785,8918418,81479,276,Private,3,9/1/2017,2017.666667,3649,MO,7.7,1006343736,154438550,2084540,859,89902
29047,2017,4,13174789,7384376,69311,275,Private,1,10/1/2017,2017.75,3624,MO,7.7,1123369464,128071134,1778188,961,89812
29047,2017,4,13174789,7384376,69311,275,Private,2,11/1/2017,2017.833333,3696,MO,7.7,1123369464,128071134,1778188,961,89917
29047,2017,4,13174789,7384376,69311,275,Private,3,12/1/2017,2017.916667,3751,MO,7.7,1123369464,128071134,1778188,961,90127
29095,2017,1,42230259,40347651,343703,276,Private,1,1/1/2017,2017,11686,MO,7.7,4257356280,2372751553,29441292,1075,303513
29095,2017,1,42230259,40347651,343703,276,Private,2,2/1/2017,2017.083333,11732,MO,7.7,4257356280,2372751553,29441292,1075,304218
29095,2017,1,42230259,40347651,343703,276,Private,3,3/1/2017,2017.166667,11924,MO,7.7,4257356280,2372751553,29441292,1075,306267
29095,2017,2,45431833,35817032,328992,288,Private,1,4/1/2017,2017.25,11975,MO,7.7,4092917035,816564964,11049654,1009,310763
29095,2017,2,45431833,35817032,328992,288,Private,2,5/1/2017,2017.333333,12130,MO,7.7,4092917035,816564964,11049654,1009,311792
29095,2017,2,45431833,35817032,328992,288,Private,3,6/1/2017,2017.416667,12277,MO,7.7,4092917035,816564964,11049654,1009,313821
29095,2017,3,46413903,29716514,282094,295,Private,1,7/1/2017,2017.5,12202,MO,7.7,4132263360,479631297,6629802,1014,313078
29095,2017,3,46413903,29716514,282094,295,Private,2,8/1/2017,2017.583333,12105,MO,7.7,4132263360,479631297,6629802,1014,314195
29095,2017,3,46413903,29716514,282094,295,Private,3,9/1/2017,2017.666667,12000,MO,7.7,4132263360,479631297,6629802,1014,312804
29095,2017,4,45640666,24106520,234281,293,Private,1,10/1/2017,2017.75,11991,MO,7.7,4543384003,387434765,5701617,1113,314398
29095,2017,4,45640666,24106520,234281,293,Private,2,11/1/2017,2017.833333,11930,MO,7.7,4543384003,387434765,5701617,1113,313405
29095,2017,4,45640666,24106520,234281,293,Private,3,12/1/2017,2017.916667,11997,MO,7.7,4543384003,387434765,5701617,1113,313877
29097,2017,1,7577601,7354859,51793,245,Private,1,1/1/2017,2017,2346,MO,7.7,568939966,355329060,3157887,815,53458
29097,2017,1,7577601,7354859,51793,245,Private,2,2/1/2017,2017.083333,2381,MO,7.7,568939966,355329060,3157887,815,53550
29097,2017,1,7577601,7354859,51793,245,Private,3,3/1/2017,2017.166667,2404,MO,7.7,568939966,355329060,3157887,815,54033
29097,2017,2,8291582,6864244,56808,258,Private,1,4/1/2017,2017.25,2477,MO,7.7,533408418,157227967,1565621,757,54237
29097,2017,2,8291582,6864244,56808,258,Private,2,5/1/2017,2017.333333,2481,MO,7.7,533408418,157227967,1565621,757,54067
29097,2017,2,8291582,6864244,56808,258,Private,3,6/1/2017,2017.416667,2465,MO,7.7,533408418,157227967,1565621,757,54296
29097,2017,3,8343427,5580967,47263,267,Private,1,7/1/2017,2017.5,2386,MO,7.7,544133891,86909239,992193,772,54086
29097,2017,3,8343427,5580967,47263,267,Private,2,8/1/2017,2017.583333,2404,MO,7.7,544133891,86909239,992193,772,54254
29097,2017,3,8343427,5580967,47263,267,Private,3,9/1/2017,2017.666667,2421,MO,7.7,544133891,86909239,992193,772,54277
29097,2017,4,8182930,4294083,37235,263,Private,1,10/1/2017,2017.75,2389,MO,7.7,566291922,71004532,815095,796,54178
29097,2017,4,8182930,4294083,37235,263,Private,2,11/1/2017,2017.833333,2387,MO,7.7,566291922,71004532,815095,796,54829
29097,2017,4,8182930,4294083,37235,263,Private,3,12/1/2017,2017.916667,2394,MO,7.7,566291922,71004532,815095,796,55087
29145,2017,1,2090709,2011775,14788,226,Private,1,1/1/2017,2017,697,MO,7.7,122940969,90431572,1057299,676,13900
29145,2017,1,2090709,2011775,14788,226,Private,2,2/1/2017,2017.083333,712,MO,7.7,122940969,90431572,1057299,676,13996
29145,2017,1,2090709,2011775,14788,226,Private,3,3/1/2017,2017.166667,726,MO,7.7,122940969,90431572,1057299,676,14090
29145,2017,2,2280159,1893391,15770,251,Private,1,4/1/2017,2017.25,703,MO,7.7,125039225,45725392,547073,676,14234
29145,2017,2,2280159,1893391,15770,251,Private,2,5/1/2017,2017.333333,689,MO,7.7,125039225,45725392,547073,676,14194
29145,2017,2,2280159,1893391,15770,251,Private,3,6/1/2017,2017.416667,701,MO,7.7,125039225,45725392,547073,676,14236
29145,2017,3,2209676,1542533,15280,246,Private,1,7/1/2017,2017.5,668,MO,7.7,122046940,23828698,259151,663,14103
29145,2017,3,2209676,1542533,15280,246,Private,2,8/1/2017,2017.583333,677,MO,7.7,122046940,23828698,259151,663,14154
29145,2017,3,2209676,1542533,15280,246,Private,3,9/1/2017,2017.666667,732,MO,7.7,122046940,23828698,259151,663,14216
29145,2017,4,2391987,1463849,12327,259,Private,1,10/1/2017,2017.75,729,MO,7.7,130916580,18610711,212020,709,14244
29145,2017,4,2391987,1463849,12327,259,Private,2,11/1/2017,2017.833333,706,MO,7.7,130916580,18610711,212020,709,14207
29145,2017,4,2391987,1463849,12327,259,Private,3,12/1/2017,2017.916667,693,MO,7.7,130916580,18610711,212020,709,14149
29165,2017,1,5363256,5210437,50558,261,Private,1,1/1/2017,2017,1526,MO,7.7,496110690,318298694,3972973,940,40025
29165,2017,1,5363256,5210437,50558,261,Private,2,2/1/2017,2017.083333,1561,MO,7.7,496110690,318298694,3972973,940,40999
29165,2017,1,5363256,5210437,50558,261,Private,3,3/1/2017,2017.166667,1659,MO,7.7,496110690,318298694,3972973,940,40806
29165,2017,2,5989396,4777335,50697,272,Private,1,4/1/2017,2017.25,1675,MO,7.7,436575219,126246724,1663273,813,41323
29165,2017,2,5989396,4777335,50697,272,Private,2,5/1/2017,2017.333333,1701,MO,7.7,436575219,126246724,1663273,813,41203
29165,2017,2,5989396,4777335,50697,272,Private,3,6/1/2017,2017.416667,1714,MO,7.7,436575219,126246724,1663273,813,41349
29165,2017,3,6206021,3926491,38733,288,Private,1,7/1/2017,2017.5,1681,MO,7.7,455302494,71864656,984806,858,40983
29165,2017,3,6206021,3926491,38733,288,Private,2,8/1/2017,2017.583333,1646,MO,7.7,455302494,71864656,984806,858,40919
29165,2017,3,6206021,3926491,38733,288,Private,3,9/1/2017,2017.666667,1645,MO,7.7,455302494,71864656,984806,858,40521
29165,2017,4,5866881,3087592,30746,279,Private,1,10/1/2017,2017.75,1628,MO,7.7,461687516,57142694,787491,865,40673
29165,2017,4,5866881,3087592,30746,279,Private,2,11/1/2017,2017.833333,1603,MO,7.7,461687516,57142694,787491,865,41297
29165,2017,4,5866881,3087592,30746,279,Private,3,12/1/2017,2017.916667,1627,MO,7.7,461687516,57142694,787491,865,41153
20005,2018,1,707639,649422,3310,241,Private,1,1/1/2018,2018,230,KS,7.25,52871717,27301404,634374,880,4563
20005,2018,1,707639,649422,3310,241,Private,2,2/1/2018,2018.083333,228,KS,7.25,52871717,27301404,634374,880,4643
20005,2018,1,707639,649422,3310,241,Private,3,3/1/2018,2018.166667,220,KS,7.25,52871717,27301404,634374,880,4666
20005,2018,2,711422,555161,3572,237,Private,1,4/1/2018,2018.25,230,KS,7.25,46538777,13255644,273536,769,4688
20005,2018,2,711422,555161,3572,237,Private,2,5/1/2018,2018.333333,233,KS,7.25,46538777,13255644,273536,769,4636
20005,2018,2,711422,555161,3572,237,Private,3,6/1/2018,2018.416667,229,KS,7.25,46538777,13255644,273536,769,4644
20005,2018,3,748573,492607,2538,254,Private,1,7/1/2018,2018.5,225,KS,7.25,49849249,7459798,157878,813,4650
20005,2018,3,748573,492607,2538,254,Private,2,8/1/2018,2018.583333,227,KS,7.25,49849249,7459798,157878,813,4712
20005,2018,3,748573,492607,2538,254,Private,3,9/1/2018,2018.666667,229,KS,7.25,49849249,7459798,157878,813,4785
20005,2018,4,670730,363238,1895,236,Private,1,10/1/2018,2018.75,221,KS,7.25,52374972,5987065,133883,845,4787
20005,2018,4,670730,363238,1895,236,Private,2,11/1/2018,2018.833333,216,KS,7.25,52374972,5987065,133883,845,4785
20005,2018,4,670730,363238,1895,236,Private,3,12/1/2018,2018.916667,219,KS,7.25,52374972,5987065,133883,845,4734
20011,2018,1,595828,563707,2900,210,Private,1,1/1/2018,2018,212,KS,7.25,47778506,35436897,760769,708,5159
20011,2018,1,595828,563707,2900,210,Private,2,2/1/2018,2018.083333,216,KS,7.25,47778506,35436897,760769,708,5176
20011,2018,1,595828,563707,2900,210,Private,3,3/1/2018,2018.166667,226,KS,7.25,47778506,35436897,760769,708,5248
20011,2018,2,655917,566996,2994,213,Private,1,4/1/2018,2018.25,234,KS,7.25,45416242,17814612,355743,653,5347
20011,2018,2,655917,566996,2994,213,Private,2,5/1/2018,2018.333333,235,KS,7.25,45416242,17814612,355743,653,5326
20011,2018,2,655917,566996,2994,213,Private,3,6/1/2018,2018.416667,241,KS,7.25,45416242,17814612,355743,653,5367
20011,2018,3,726291,546299,3086,213,Private,1,7/1/2018,2018.5,243,KS,7.25,45550650,8369134,150865,663,5290
20011,2018,3,726291,546299,3086,213,Private,2,8/1/2018,2018.583333,261,KS,7.25,45550650,8369134,150865,663,5280
20011,2018,3,726291,546299,3086,213,Private,3,9/1/2018,2018.666667,284,KS,7.25,45550650,8369134,150865,663,5282
20011,2018,4,724432,440142,2183,209,Private,1,10/1/2018,2018.75,279,KS,7.25,48096204,6087996,109572,710,5266
20011,2018,4,724432,440142,2183,209,Private,2,11/1/2018,2018.833333,266,KS,7.25,48096204,6087996,109572,710,5225
20011,2018,4,724432,440142,2183,209,Private,3,12/1/2018,2018.916667,256,KS,7.25,48096204,6087996,109572,710,5143
20021,2018,1,580344,570267,3321,188,Private,1,1/1/2018,2018,235,KS,7.25,47323512,35641913,589334,822,4467
20021,2018,1,580344,570267,3321,188,Private,2,2/1/2018,2018.083333,242,KS,7.25,47323512,35641913,589334,822,4421
20021,2018,1,580344,570267,3321,188,Private,3,3/1/2018,2018.166667,237,KS,7.25,47323512,35641913,589334,822,4394
20021,2018,2,654609,582480,3377,197,Private,1,4/1/2018,2018.25,258,KS,7.25,45707576,15442028,249179,787,4456
20021,2018,2,654609,582480,3377,197,Private,2,5/1/2018,2018.333333,252,KS,7.25,45707576,15442028,249179,787,4463
20021,2018,2,654609,582480,3377,197,Private,3,6/1/2018,2018.416667,257,KS,7.25,45707576,15442028,249179,787,4485
20021,2018,3,633023,488670,2463,184,Private,1,7/1/2018,2018.5,264,KS,7.25,46200537,7745604,111047,798,4434
20021,2018,3,633023,488670,2463,184,Private,2,8/1/2018,2018.583333,267,KS,7.25,46200537,7745604,111047,798,4386
20021,2018,3,633023,488670,2463,184,Private,3,9/1/2018,2018.666667,264,KS,7.25,46200537,7745604,111047,798,4542
20021,2018,4,614779,375811,1891,206,Private,1,10/1/2018,2018.75,234,KS,7.25,52945498,6802473,106143,883,4592
20021,2018,4,614779,375811,1891,206,Private,2,11/1/2018,2018.833333,228,KS,7.25,52945498,6802473,106143,883,4628
20021,2018,4,614779,375811,1891,206,Private,3,12/1/2018,2018.916667,228,KS,7.25,52945498,6802473,106143,883,4621
20091,2018,1,34388892,32964648,269709,301,Private,1,1/1/2018,2018,8779,KS,7.25,4693357549,2795854342,51573123,1153,313436
20091,2018,1,34388892,32964648,269709,301,Private,2,2/1/2018,2018.083333,8738,KS,7.25,4693357549,2795854342,51573123,1153,313104
20091,2018,1,34388892,32964648,269709,301,Private,3,3/1/2018,2018.166667,8820,KS,7.25,4693357549,2795854342,51573123,1153,313075
20091,2018,2,35811755,28156908,232323,311,Private,1,4/1/2018,2018.25,8814,KS,7.25,4475645809,1017819025,17781229,1080,316245
20091,2018,2,35811755,28156908,232323,311,Private,2,5/1/2018,2018.333333,8770,KS,7.25,4475645809,1017819025,17781229,1080,318224
20091,2018,2,35811755,28156908,232323,311,Private,3,6/1/2018,2018.416667,8960,KS,7.25,4475645809,1017819025,17781229,1080,321849
20091,2018,3,36518776,21903387,183991,319,Private,1,7/1/2018,2018.5,9005,KS,7.25,4404811596,598138706,10283296,1058,322383
20091,2018,3,36518776,21903387,183991,319,Private,2,8/1/2018,2018.583333,8836,KS,7.25,4404811596,598138706,10283296,1058,320312
20091,2018,3,36518776,21903387,183991,319,Private,3,9/1/2018,2018.666667,8586,KS,7.25,4404811596,598138706,10283296,1058,317882
20091,2018,4,37550941,17310112,150049,334,Private,1,10/1/2018,2018.75,8603,KS,7.25,4790302372,529656022,9283619,1147,319452
20091,2018,4,37550941,17310112,150049,334,Private,2,11/1/2018,2018.833333,8628,KS,7.25,4790302372,529656022,9283619,1147,321885
20091,2018,4,37550941,17310112,150049,334,Private,3,12/1/2018,2018.916667,8683,KS,7.25,4790302372,529656022,9283619,1147,322466
20103,2018,1,2152625,2111506,9835,228,Private,1,1/1/2018,2018,711,KS,7.25,117830335,89975527,2049148,719,12405
20103,2018,1,2152625,2111506,9835,228,Private,2,2/1/2018,2018.083333,720,KS,7.25,117830335,89975527,2049148,719,12636
20103,2018,1,2152625,2111506,9835,228,Private,3,3/1/2018,2018.166667,752,KS,7.25,117830335,89975527,2049148,719,12803
20103,2018,2,2267153,1976877,8875,225,Private,1,4/1/2018,2018.25,750,KS,7.25,124069678,44510685,1021261,726,13022
20103,2018,2,2267153,1976877,8875,225,Private,2,5/1/2018,2018.333333,781,KS,7.25,124069678,44510685,1021261,726,13193
20103,2018,2,2267153,1976877,8875,225,Private,3,6/1/2018,2018.416667,791,KS,7.25,124069678,44510685,1021261,726,13236
20103,2018,3,2423628,1797445,8527,244,Private,1,7/1/2018,2018.5,759,KS,7.25,123737650,25627441,513333,731,12981
20103,2018,3,2423628,1797445,8527,244,Private,2,8/1/2018,2018.583333,756,KS,7.25,123737650,25627441,513333,731,12873
20103,2018,3,2423628,1797445,8527,244,Private,3,9/1/2018,2018.666667,780,KS,7.25,123737650,25627441,513333,731,13209
20103,2018,4,2223967,1345027,7523,235,Private,1,10/1/2018,2018.75,722,KS,7.25,131342481,19525115,393870,785,13053
20103,2018,4,2223967,1345027,7523,235,Private,2,11/1/2018,2018.833333,733,KS,7.25,131342481,19525115,393870,785,12889
20103,2018,4,2223967,1345027,7523,235,Private,3,12/1/2018,2018.916667,730,KS,7.25,131342481,19525115,393870,785,12664
20209,2018,1,9055095,8403489,95852,315,Private,1,1/1/2018,2018,2173,KS,7.25,928659880,703686060,15220052,981,71566
20209,2018,1,9055095,8403489,95852,315,Private,2,2/1/2018,2018.083333,2179,KS,7.25,928659880,703686060,15220052,981,73524
20209,2018,1,9055095,8403489,95852,315,Private,3,3/1/2018,2018.166667,2276,KS,7.25,928659880,703686060,15220052,981,73271
20209,2018,2,9700249,7320402,85169,328,Private,1,4/1/2018,2018.25,2251,KS,7.25,925264119,345868529,4649113,946,74462
20209,2018,2,9700249,7320402,85169,328,Private,2,5/1/2018,2018.333333,2287,KS,7.25,925264119,345868529,4649113,946,75624
20209,2018,2,9700249,7320402,85169,328,Private,3,6/1/2018,2018.416667,2288,KS,7.25,925264119,345868529,4649113,946,75561
20209,2018,3,9866861,5868902,70461,338,Private,1,7/1/2018,2018.5,2215,KS,7.25,917158317,231048371,2795632,927,76241
20209,2018,3,9866861,5868902,70461,338,Private,2,8/1/2018,2018.583333,2258,KS,7.25,917158317,231048371,2795632,927,76270
20209,2018,3,9866861,5868902,70461,338,Private,3,9/1/2018,2018.666667,2265,KS,7.25,917158317,231048371,2795632,927,75738
20209,2018,4,9855127,4318764,49497,350,Private,1,10/1/2018,2018.75,2201,KS,7.25,1013543978,238656078,2458500,1019,76045
20209,2018,4,9855127,4318764,49497,350,Private,2,11/1/2018,2018.833333,2170,KS,7.25,1013543978,238656078,2458500,1019,76403
20209,2018,4,9855127,4318764,49497,350,Private,3,12/1/2018,2018.916667,2127,KS,7.25,1013543978,238656078,2458500,1019,77104
29011,2018,1,421883,417001,3132,198,Private,1,1/1/2018,2018,162,MO,7.85,20052061,15054723,135403,612,2517
29011,2018,1,421883,417001,3132,198,Private,2,2/1/2018,2018.083333,158,MO,7.85,20052061,15054723,135403,612,2502
29011,2018,1,421883,417001,3132,198,Private,3,3/1/2018,2018.166667,172,MO,7.85,20052061,15054723,135403,612,2539
29011,2018,2,485328,427939,2931,205,Private,1,4/1/2018,2018.25,180,MO,7.85,20718541,8858157,82939,615,2577
29011,2018,2,485328,427939,2931,205,Private,2,5/1/2018,2018.333333,183,MO,7.85,20718541,8858157,82939,615,2622
29011,2018,2,485328,427939,2931,205,Private,3,6/1/2018,2018.416667,184,MO,7.85,20718541,8858157,82939,615,2574
29011,2018,3,514330,414459,2972,221,Private,1,7/1/2018,2018.5,178,MO,7.85,19824525,5644545,59751,591,2568
29011,2018,3,514330,414459,2972,221,Private,2,8/1/2018,2018.583333,184,MO,7.85,19824525,5644545,59751,591,2571
29011,2018,3,514330,414459,2972,221,Private,3,9/1/2018,2018.666667,175,MO,7.85,19824525,5644545,59751,591,2603
29011,2018,4,467676,337876,2496,200,Private,1,10/1/2018,2018.75,178,MO,7.85,21439340,4203425,45079,638,2590
29011,2018,4,467676,337876,2496,200,Private,2,11/1/2018,2018.833333,185,MO,7.85,21439340,4203425,45079,638,2580
29011,2018,4,467676,337876,2496,200,Private,3,12/1/2018,2018.916667,177,MO,7.85,21439340,4203425,45079,638,2583
29013,2018,1,420651,407114,4085,199,Private,1,1/1/2018,2018,165,MO,7.85,18511650,14928578,150931,598,2397
29013,2018,1,420651,407114,4085,199,Private,2,2/1/2018,2018.083333,156,MO,7.85,18511650,14928578,150931,598,2393
29013,2018,1,420651,407114,4085,199,Private,3,3/1/2018,2018.166667,166,MO,7.85,18511650,14928578,150931,598,2358
29013,2018,2,447082,373135,3679,194,Private,1,4/1/2018,2018.25,178,MO,7.85,19176512,8010412,88220,604,2439
29013,2018,2,447082,373135,3679,194,Private,2,5/1/2018,2018.333333,175,MO,7.85,19176512,8010412,88220,604,2452
29013,2018,2,447082,373135,3679,194,Private,3,6/1/2018,2018.416667,178,MO,7.85,19176512,8010412,88220,604,2438
29013,2018,3,484176,372220,3783,210,Private,1,7/1/2018,2018.5,176,MO,7.85,19149435,4504988,50325,602,2422
